Player,Country,Date_of_birth,Hand,Total_wins,Wins_percent,AVG_rank,VAR_rank,Clay_wins,Clay_wins_percent,Grass_wins,Grass_wins_percent,Hard_wins,Hard_wins_percent,Carpet_wins,Carpet_wins_percent,International_nmatches,Grand Slam_nmatches,International Gold_nmatches,Masters_nmatches,ATP250_nmatches,ATP500_nmatches,Masters 1000_nmatches,Masters Cup_nmatches,International Gold_nwins,ATP250_nwins,ATP500_nwins,Grand Slam_nwins,International_nwins,Masters_nwins,Masters 1000_nwins,Masters Cup_nwins
Vemic D.,SRB,1976-06-17,R,6,33.33333333333333,303.94444444444446,9305.937908496731,3,37.5,2,40,1,20,0,NA,13,1,3,1,NA,NA,NA,NA,1,0,0,0,5,0,0,0
Ginepri R.,USA,1982-10-07,R,183,49.06166219839142,89.3083109919571,10684.009527515927,15,35.714285714285715,24,48.97959183673469,135,51.33079847908745,9,47.368421052631575,133,67,30,82,44,6,11,NA,14,21,1,31,72,41,3,0
Belal C.,MAR,1977-10-10,R,0,0,553,NA,0,0,0,NA,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vacek J.,CZE,1976-05-10,R,28,32.55813953488372,118.76744186046511,3739.592339261286,4,26.666666666666668,12,44.44444444444444,12,27.27272727272727,0,NA,59,14,10,3,NA,NA,NA,NA,2,0,0,3,22,1,0,0
Couto E.,POR,1973-08-06,R,0,0,428,NA,0,0,0,NA,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sousa T.,POR,1978-11-14,R,0,0,964,NA,0,0,0,NA,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montanes A.,ESP,1980-11-26,R,242,46.628131021194605,66.40269749518305,1044.835591165071,203,53.141361256544506,6,31.57894736842105,33,29.20353982300885,0,0,155,77,37,26,132,47,45,NA,18,79,19,26,71,10,19,0
Labadze I.,GEO,1981-06-09,L,39,35.13513513513514,93.54054054054055,980.7415233415234,19,39.58333333333333,4,33.33333333333333,15,31.914893617021278,1,25,59,18,16,18,NA,NA,NA,NA,6,0,0,6,19,8,0,0
Wassen R.,NED,1976-08-09,R,2,25,345.625,15043.410714285714,1,20,0,0,1,50,0,NA,6,NA,2,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0
Melo D.,BRA,1977-07-04,L,1,25,278.25,6422.25,1,25,0,NA,0,NA,0,NA,1,NA,3,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0
Traykov I.,BUL,1978-12-17,R,1,50,255,0,1,50,0,NA,0,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
Andersen J.F.,NOR,1972-08-29,L,2,25,224,2592.8571428571427,2,28.57142857142857,0,NA,0,0,0,NA,3,2,3,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0
Galvani S.,ITA,1977-06-03,R,16,31.372549019607842,141.0392156862745,2071.638431372549,8,30.76923076923077,3,42.857142857142854,4,25,1,50,22,14,10,4,1,NA,NA,NA,3,0,0,4,7,2,0,0
Kauffmann C.,FRA,1976-03-01,R,0,0,280.5,1860.5,0,0,0,NA,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okun N.,ISR,1978-04-16,R,20,32.78688524590164,154.63934426229508,3925.1677595628416,2,50,1,14.285714285714285,16,34.78260869565217,1,25,38,9,8,4,2,NA,NA,NA,3,0,0,2,14,1,0,0
Carlsen K.,DEN,1973-04-17,L,80,43.71584699453552,114.51912568306011,14409.382873956645,3,16.666666666666664,15,46.875,56,45.90163934426229,6,54.54545454545454,116,23,29,15,NA,NA,NA,NA,16,0,0,5,54,5,0,0
Allegro Y.,SUI,1978-08-24,R,3,30,302.9,3797.8777777777777,0,NA,3,37.5,0,0,0,NA,10,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,3,0,0,0
Elseneer G.,BEL,1978-03-06,R,14,36.84210526315789,164.8421052631579,7308.028449502133,2,40,9,45,2,20,1,33.33333333333333,27,10,1,NA,NA,NA,NA,NA,0,0,0,4,10,0,0,0
Hilton M.,GBR,1981-04-20,L,1,20,387,11898.5,0,NA,1,20,0,NA,0,NA,1,4,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0
Yoon Y.,NA,NA,NA,3,42.857142857142854,192.57142857142858,264.2857142857143,0,NA,0,0,3,50,0,NA,2,1,4,NA,NA,NA,NA,NA,2,0,0,0,1,0,0,0
Knowle J.,AUT,1974-04-29,L,9,25.71428571428571,145.82857142857142,3276.4991596638656,2,18.181818181818183,4,33.33333333333333,3,25,0,NA,23,7,3,2,NA,NA,NA,NA,0,0,0,3,5,1,0,0
Vlasov D.,RUS,1982-07-11,R,0,0,288,NA,0,0,0,NA,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radic M.,CRO,1982-01-14,R,2,33.33333333333333,325,65602.8,2,33.33333333333333,0,NA,0,NA,0,NA,6,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,0,0,0
Norman D.,BEL,1971-03-01,L,13,24.528301886792452,126.24528301886792,764.8040638606676,3,18.75,6,33.33333333333333,3,18.75,1,33.33333333333333,28,14,9,1,1,NA,NA,NA,2,0,0,4,7,0,0,0
Mutis O.,FRA,1978-02-02,R,24,40.67796610169492,99.98305084745763,962.4307422559906,19,48.717948717948715,2,40,3,20,0,NA,40,12,6,1,NA,NA,NA,NA,3,0,0,5,16,0,0,0
Lopez M.,ESP,1982-07-31,R,20,40.816326530612244,201.77551020408163,34707.92772108843,18,41.86046511627907,1,33.33333333333333,1,33.33333333333333,0,NA,22,5,19,NA,2,1,NA,NA,9,0,0,1,10,0,0,0
Herm-Zahlava J.,NA,NA,NA,0,0,316,722,0,0,0,NA,0,NA,0,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bozic I.,SLO,1971-09-27,R,0,0,496,NA,0,0,0,NA,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kutsenko V.,RUS,1977-03-16,R,3,30,194.1,906.3222222222222,1,50,0,NA,2,25,0,NA,4,3,3,NA,NA,NA,NA,NA,1,0,0,1,1,0,0,0
Schiessling T.,AUT,1974-11-01,R,1,25,774,36546,1,25,0,NA,0,NA,0,NA,NA,NA,4,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0
Marach O.,AUT,1980-07-16,R,15,34.090909090909086,134.3181818181818,4574.454545454545,12,40,0,0,2,20,1,33.33333333333333,22,5,16,NA,1,NA,NA,NA,7,0,0,0,8,0,0,0
Armando H.,USA,1978-05-27,R,13,30.23255813953488,226.88372093023256,16927.771871539313,11,28.947368421052634,0,NA,2,40,0,NA,27,2,13,1,NA,NA,NA,NA,5,0,0,0,8,0,0,0
Pfeiffer K.,POL,1978-12-03,U,0,0,629,NA,0,0,0,NA,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stepanek R.,CZE,1978-11-27,R,348,56.955810147299516,53.340425531914896,4002.1003139169866,89,57.05128205128205,41,60.29411764705882,196,56.00000000000001,22,59.45945945945946,125,107,52,96,96,54,79,2,32,63,31,57,75,53,37,0
Fleishman Z.,USA,1980-03-17,R,7,29.166666666666668,235.20833333333334,8124.954710144928,0,NA,1,33.33333333333333,6,28.57142857142857,0,NA,17,4,3,NA,NA,NA,NA,NA,1,0,0,1,5,0,0,0
Harsanyi P.,USA,1974-12-30,U,0,0,1136.5,60900.5,0,NA,0,NA,0,0,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joyce M.,USA,1973-02-01,R,2,33.33333333333333,265.3333333333333,1079.8666666666666,0,NA,0,NA,2,33.33333333333333,0,NA,4,NA,2,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0
Peya A.,AUT,1980-06-27,R,17,27.86885245901639,162.08196721311475,3013.8098360655736,5,25,3,20,6,28.57142857142857,3,60,27,10,17,NA,7,NA,NA,NA,5,1,0,3,8,0,0,0
Bogomolov Jr.A.,NA,NA,NA,1,25,510.25,249768.25,0,NA,0,NA,1,25,0,NA,2,2,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
Brasington J.,USA,1976-09-09,R,2,20,164.9,1376.9888888888888,1,33.33333333333333,0,0,1,16.666666666666664,0,NA,2,8,NA,NA,NA,NA,NA,NA,0,0,0,2,0,0,0,0
Ramirez Hidalgo R.,ESP,1978-01-06,R,6,37.5,125.0625,1674.5958333333333,6,37.5,0,NA,0,NA,0,NA,14,NA,2,NA,NA,NA,NA,NA,0,0,0,0,6,0,0,0
Alves T.,BRA,1982-05-22,R,7,23.333333333333332,136.36666666666667,1798.171264367816,1,10,2,40,4,26.666666666666668,0,NA,12,9,NA,NA,8,NA,1,NA,0,1,0,3,3,0,0,0
Mello R.,BRA,1980-12-21,L,49,36.2962962962963,104.43703703703704,1951.4419016030956,19,39.58333333333333,1,11.11111111111111,29,38.15789473684211,0,0,55,24,8,10,30,1,7,NA,1,11,0,7,25,3,2,0
Oncins J.,BRA,1970-06-16,R,0,0,-1,NA,0,NA,0,NA,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ogorodov O.,UZB,1972-07-16,R,4,33.33333333333333,155,1018,1,33.33333333333333,0,NA,3,33.33333333333333,0,NA,8,2,2,NA,NA,NA,NA,NA,1,0,0,1,2,0,0,0
Karlovic I.,CRO,1979-02-28,R,350,52.23880597014925,58.96417910447761,1888.542810610624,62,47.69230769230769,73,62.93103448275862,204,51,11,45.83333333333333,119,113,38,51,201,57,91,NA,22,115,30,53,68,24,38,0
Jiang S.,CHN,1980-10-08,R,0,0,-1,NA,0,NA,0,NA,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang Y.,CHN,1984-05-19,U,0,0,88.5,5461.666666666667,0,0,0,NA,0,0,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terachi T.,JPN,1979-07-08,R,4,36.36363636363637,351.1818181818182,2783.9636363636364,0,NA,0,NA,4,36.36363636363637,0,NA,3,NA,8,NA,NA,NA,NA,NA,2,0,0,0,2,0,0,0
Hui J.,HKG,1978-01-03,R,0,0,-1,NA,0,NA,0,NA,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Garcia-Sintes J.,NA,NA,NA,0,0,479,NA,0,0,0,NA,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Volandri F.,ITA,1981-09-05,R,159,44.537815126050425,63.92156862745098,1186.7522582066536,147,53.2608695652174,2,18.181818181818183,7,12.280701754385964,3,23.076923076923077,137,40,31,56,74,5,14,NA,13,27,1,9,81,24,4,0
Zimonjic N.,SRB,1976-06-04,R,4,25,463.375,34776.78333333333,1,20,2,50,0,0,1,25,15,1,NA,NA,NA,NA,NA,NA,0,0,0,0,4,0,0,0
Kondo H.,JPN,1982-11-05,R,1,25,620,4068,0,NA,0,NA,1,25,0,NA,NA,NA,4,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0
Thomas J.,USA,1974-09-24,R,0,0,568,59168,0,NA,0,0,0,0,0,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Udomchoke D.,THA,1981-08-11,R,16,23.52941176470588,142.35294117647058,7050.918349429324,0,0,5,31.25,11,22.916666666666664,0,NA,35,14,10,1,8,NA,NA,NA,3,1,0,4,8,0,0,0
Benneteau J.,FRA,1981-12-20,R,260,47.61904761904761,76.45421245421245,7708.6079913969825,43,40.95238095238095,35,47.2972972972973,167,49.26253687315634,15,53.57142857142857,100,99,19,48,146,40,94,NA,10,80,17,44,44,22,43,0
Melzer J.,AUT,1981-05-22,L,310,51.15511551155115,55.618811881188115,3099.294124867032,115,53.73831775700935,37,53.62318840579711,153,49.354838709677416,5,38.46153846153847,147,110,52,46,112,53,86,NA,25,60,31,57,81,18,38,0
Elgin M.,RUS,1981-10-14,R,2,18.181818181818183,417.8181818181818,70781.76363636364,0,NA,0,NA,1,14.285714285714285,1,25,7,NA,NA,NA,4,NA,NA,NA,0,1,0,0,1,0,0,0
Nieminen J.,FIN,1981-07-23,L,345,51.95783132530121,47.394578313253014,728.7430173181414,95,53.072625698324025,22,42.30769230769231,213,52.722772277227726,15,51.724137931034484,169,99,61,84,150,50,51,NA,33,77,23,51,99,40,22,0
Soderling R.,SWE,1984-08-14,R,280,63.926940639269404,36.038812785388124,2464.8886503035433,69,59.48275862068966,26,60.46511627906976,163,65.2,22,75.86206896551724,128,78,29,70,43,32,51,7,19,32,25,49,81,39,32,3
Dupre T.,FRA,1974-06-09,R,0,0,274,NA,0,NA,0,NA,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reid T.,AUS,1984-06-03,R,13,38.23529411764706,204.58823529411765,18258.31016042781,0,0,3,37.5,10,40,0,NA,20,8,NA,6,NA,NA,NA,NA,0,0,0,2,8,3,0,0
Larkham T.,AUS,1974-10-13,R,1,14.285714285714285,193.28571428571428,1255.904761904762,0,0,0,0,1,25,0,NA,1,6,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0
Patience O.,FRA,1980-03-25,R,26,32.91139240506329,130,1387.4871794871794,19,35.18518518518518,3,50,4,22.22222222222222,0,0,47,20,8,1,1,1,1,NA,3,0,0,6,17,0,0,0
Carraz G.,FRA,1975-04-09,R,33,42.30769230769231,96.57692307692308,1187.9095904095905,1,25,5,35.714285714285715,22,44.89795918367347,5,45.45454545454545,50,10,7,11,NA,NA,NA,NA,2,0,0,5,22,4,0,0
Ascione T.,FRA,1981-01-17,R,19,27.142857142857142,125.52857142857142,2194.716563146998,7,25.925925925925924,0,0,10,32.25806451612903,2,25,36,14,3,10,6,NA,1,NA,1,1,0,2,11,4,0,0
Silva J.,BRA,1979-07-01,R,2,18.181818181818183,229,3556.8,2,22.22222222222222,0,NA,0,0,0,NA,8,2,NA,NA,1,NA,NA,NA,0,0,0,0,2,0,0,0
Massa E.,ARG,1981-03-22,R,8,36.36363636363637,253.0909090909091,19927.515151515152,6,35.294117647058826,0,0,2,50,0,NA,14,2,6,NA,NA,NA,NA,NA,4,0,0,0,4,0,0,0
Bahrouzyan O.,NA,NA,NA,0,0,806.3333333333334,162876.66666666666,0,NA,0,NA,0,0,0,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mazarakis V.,GRE,1980-02-09,R,0,0,169,2440,0,0,0,NA,0,0,0,NA,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verkerk M.,NED,1978-10-31,R,51,45.94594594594595,139.56756756756758,78279.35675675675,27,51.92307692307693,2,25,14,35.8974358974359,8,66.66666666666666,55,17,14,25,NA,NA,NA,NA,6,0,0,8,29,8,0,0
Ancic M.,CRO,1984-03-30,R,188,61.43790849673203,52.205882352941174,6067.147637415622,31,57.407407407407405,35,72.91666666666666,97,58.78787878787879,25,64.1025641025641,128,60,28,70,12,4,4,NA,16,7,3,40,83,37,2,0
El Aarej M.,MAR,1977-06-16,R,1,14.285714285714285,463,5608,1,14.285714285714285,0,NA,0,NA,0,NA,7,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
Matias N.,POR,1977-12-08,R,0,0,-1,NA,0,0,0,NA,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ferrer D.,ESP,1982-04-02,R,678,65.44401544401545,20.82335907335907,860.8876084158693,300,69.12442396313364,40,61.53846153846154,329,63.759689922480625,9,42.857142857142854,134,201,67,111,160,145,196,22,41,117,107,139,80,61,125,8
Gasquet R.,FRA,1986-06-18,R,574,60.54852320675106,37.697257383966246,2440.9082501258695,158,59.84848484848485,73,65.17857142857143,331,59.74729241877257,12,66.66666666666666,110,180,19,69,280,100,184,6,12,182,57,111,73,39,99,1
Krajan Z.,CRO,1979-02-03,R,8,26.666666666666668,153.16666666666666,17081.1091954023,7,31.818181818181817,0,0,1,14.285714285714285,0,NA,20,3,6,1,NA,NA,NA,NA,1,0,0,0,7,0,0,0
Marin L.,USA,1992-08-01,U,0,0,409,NA,0,0,0,NA,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nadal-Parera R.,NA,NA,NA,1,50,762,0,1,50,0,NA,0,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
Kohlschreiber P.,GER,1983-10-16,R,425,55.051813471502584,44.4559585492228,1458.6841797544405,155,56.776556776556774,57,61.29032258064516,203,52.05128205128206,10,62.5,98,134,28,34,231,110,137,NA,12,149,57,70,54,16,67,0
de Chaunac S.,NA,NA,NA,4,19.047619047619047,241.85714285714286,8274.128571428571,1,25,0,NA,3,20,0,0,15,4,2,NA,NA,NA,NA,NA,0,0,0,1,3,0,0,0
Hadad A.,ISR,1978-02-17,R,3,50,330.3333333333333,6664.266666666666,1,50,0,NA,2,50,0,NA,4,2,NA,NA,NA,NA,NA,NA,0,0,0,1,2,0,0,0
Perez D.,URU,1962-02-09,R,1,14.285714285714285,249.71428571428572,21735.904761904763,1,14.285714285714285,0,NA,0,NA,0,NA,2,1,4,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0
Vassallo-Arguello M.,NA,NA,NA,43,36.134453781512605,87.91596638655462,1387.6030479988606,37,43.02325581395349,2,28.57142857142857,4,15.384615384615385,0,NA,48,23,12,2,18,7,9,NA,5,6,3,7,18,1,3,0
Miranda I.,PER,1980-03-08,R,7,36.84210526315789,128.31578947368422,868.0058479532164,3,42.857142857142854,2,66.66666666666666,2,22.22222222222222,0,NA,10,3,6,NA,NA,NA,NA,NA,3,0,0,0,4,0,0,0
Dreekmann H.,GER,1975-01-29,R,0,0,427.5,367224.5,0,NA,0,0,0,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bogdanovic A.,GBR,1984-05-22,L,10,27.77777777777778,227.16666666666666,12222.371428571429,0,NA,9,28.125,1,25,0,NA,22,9,1,NA,4,NA,NA,NA,0,1,0,0,9,0,0,0
Moodie W.,RSA,1979-02-14,R,45,42.45283018867924,108.80188679245283,1500.0270440251572,1,20,9,42.857142857142854,33,44.5945945945946,2,33.33333333333333,57,15,25,9,NA,NA,NA,NA,14,0,0,6,23,2,0,0
Muller G.,RSA,1964-12-27,L,192,49.23076923076923,61.55384615384615,1471.0960648605892,21,41.17647058823529,41,53.94736842105263,128,50,2,28.57142857142857,61,75,14,7,141,53,39,NA,6,83,28,33,27,2,13,0
Ivanov-Smolensky K.,NA,NA,NA,0,0,590,4232,0,NA,0,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cadart R.,FRA,1978-08-08,L,2,33.33333333333333,280,2809.6,0,0,0,0,2,50,0,NA,5,1,NA,NA,NA,NA,NA,NA,0,0,0,0,2,0,0,0
Mackin A.,GBR,1981-08-11,R,0,0,270.72727272727275,3469.418181818182,0,0,0,0,0,0,0,0,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Waske A.,GER,1975-03-31,R,27,31.03448275862069,120.63218390804597,576.8166265704357,14,34.146341463414636,4,28.57142857142857,8,28.57142857142857,1,25,51,12,19,5,NA,NA,NA,NA,8,0,0,2,17,0,0,0
Vahaly B.,USA,1979-07-19,R,20,31.746031746031743,113.38095238095238,2528.917050691244,1,14.285714285714285,3,30,16,34.78260869565217,0,NA,34,8,13,8,NA,NA,NA,NA,7,0,0,1,9,3,0,0
Prpic F.,SWE,1982-05-26,R,2,20,321.2,14275.288888888888,0,0,0,NA,2,40,0,NA,6,NA,NA,NA,4,NA,NA,NA,0,1,0,0,1,0,0,0
Fraile G.,ESP,1978-04-07,R,1,11.11111111111111,273.22222222222223,63019.194444444445,1,12.5,0,NA,0,0,0,NA,7,NA,NA,1,1,NA,NA,NA,0,0,0,0,1,0,0,0
Hanescu V.,ROU,1981-07-21,R,175,44.871794871794876,76.3051282051282,5171.225423505372,113,52.80373831775701,13,41.935483870967744,44,33.33333333333333,5,38.46153846153847,97,64,17,26,117,26,43,NA,11,58,8,29,46,11,12,0
Todero N.,ARG,1979-04-15,R,0,0,332,NA,0,0,0,NA,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake T.,USA,1976-12-29,R,2,28.57142857142857,389.7142857142857,21785.238095238095,0,0,1,50,1,25,0,NA,4,NA,3,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0
Ellwood B.,AUS,1976-03-12,R,0,0,827,NA,0,NA,0,0,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dancevic F.,CAN,1984-09-26,R,52,38.23529411764706,151.86029411764707,9780.432189542484,0,0,20,48.78048780487805,31,35.22727272727273,1,25,42,22,9,14,29,6,14,NA,3,14,3,5,18,6,3,0
Agaev E.,AZE,1979-05-14,R,0,0,368,NA,0,NA,0,NA,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boeker M.,USA,1980-12-11,R,1,20,268,2172,0,0,0,NA,1,25,0,NA,4,1,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
Saoudi S.,ALG,1975-07-23,L,1,25,392.5,23137,1,33.33333333333333,0,NA,0,0,0,NA,3,1,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
Kunitcin I.,NA,NA,NA,0,0,193,NA,0,NA,0,NA,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Craca M.,GER,1974-10-27,R,0,0,325,NA,0,0,0,NA,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abel M.,GER,1982-02-28,R,1,12.5,243,5299.714285714285,1,33.33333333333333,0,0,0,0,0,NA,2,1,4,1,NA,NA,NA,NA,1,0,0,0,0,0,0,0
Shvec A.,BLR,1972-06-29,R,0,0,1084,NA,0,NA,0,NA,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johansson J.,SWE,1982-07-01,R,68,59.130434782608695,131.08695652173913,41865.974828375285,2,16.666666666666664,6,50,56,65.88235294117646,4,66.66666666666666,60,23,7,18,7,NA,NA,NA,6,4,0,15,35,8,0,0
Beck K.,SVK,1982-04-03,R,57,34.96932515337423,77.04294478527608,1083.2759221389078,1,4.761904761904762,13,41.935483870967744,34,35.051546391752574,9,64.28571428571429,63,35,8,25,27,5,NA,NA,1,6,1,13,27,9,0,0
Vliegen K.,BEL,1982-06-22,R,79,42.24598930481284,93.40106951871658,3188.510321430625,31,45.588235294117645,9,36,34,41.46341463414634,5,41.66666666666667,86,32,17,29,21,1,1,NA,9,8,0,9,39,14,0,0
Bopanna R.,IND,1980-03-04,R,5,26.31578947368421,372.8421052631579,14288.584795321638,0,NA,3,42.857142857142854,2,16.666666666666664,0,NA,12,NA,NA,NA,6,NA,1,NA,0,1,0,0,4,0,0,0
Lisnard J.R.,MON,1979-09-25,R,28,32.55813953488372,137.1860465116279,10015.564979480165,11,30.555555555555557,0,0,16,36.36363636363637,1,50,44,18,8,12,NA,NA,4,NA,2,0,0,5,16,4,1,0
Varlet J.,FRA,1977-09-08,R,3,27.27272727272727,172.1818181818182,701.3636363636364,1,25,0,NA,0,0,2,66.66666666666666,5,4,2,NA,NA,NA,NA,NA,0,0,0,1,2,0,0,0
Amritraj P.,IND,1983-10-02,R,12,35.294117647058826,359.88235294117646,26994.5311942959,0,NA,8,61.53846153846154,4,19.047619047619047,0,NA,25,1,NA,NA,8,NA,NA,NA,0,3,0,0,9,0,0,0
Van Lottum J.,NED,1976-04-10,R,1,33.33333333333333,112.66666666666667,16.333333333333332,0,NA,0,NA,1,33.33333333333333,0,NA,2,NA,1,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
Rea S.,NZL,1982-07-18,L,0,0,973,200,0,NA,0,NA,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luczak P.,AUS,1979-08-31,R,35,30.973451327433626,120.19469026548673,1687.0689001264222,16,30.76923076923077,4,50,15,28.30188679245283,0,NA,38,23,13,3,28,3,5,NA,4,10,0,6,14,0,1,0
Crabb J.,AUS,1978-03-06,R,1,14.285714285714285,258,5674.666666666667,0,NA,0,NA,1,14.285714285714285,0,NA,2,3,2,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0
Bogomolov Jr. A.,NA,NA,NA,3,37.5,133.75,264.7857142857143,0,NA,0,NA,3,37.5,0,NA,6,1,NA,1,NA,NA,NA,NA,0,0,0,0,3,0,0,0
Gambill J. M.,NA,NA,NA,2,50,34,0,0,NA,0,NA,2,50,0,NA,2,NA,2,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0
Gamonal H.,CHI,1977-05-31,R,2,33.33333333333333,198.83333333333334,2080.1666666666665,2,40,0,NA,0,0,0,NA,4,1,1,NA,NA,NA,NA,NA,0,0,0,0,2,0,0,0
Peralta J.,CHI,1981-09-09,R,0,0,540,NA,0,0,0,NA,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel M.,ISR,1965-11-21,R,19,24.675324675324674,101.14285714285714,1299.1503759398497,17,33.33333333333333,1,14.285714285714285,1,5.263157894736842,0,NA,27,13,10,NA,22,3,2,NA,4,8,0,0,7,0,0,0
Prodon E.,FRA,1981-06-27,R,1,5,181.05,19372.365789473683,1,5.88235294117647,0,NA,0,0,0,NA,6,7,1,NA,6,NA,NA,NA,0,0,0,0,1,0,0,0
Baker B.,USA,1985-04-30,R,20,35.08771929824561,271.6666666666667,50374.29761904762,5,50,5,50,10,27.027027027027028,0,NA,3,17,8,1,15,7,6,NA,2,6,2,7,1,0,2,0
Marin J.A,NA,NA,NA,1,50,154,0,1,50,0,NA,0,NA,0,NA,NA,NA,2,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0
Di Pasquale A.,FRA,1979-02-11,R,1,20,97,4.5,0,NA,0,NA,1,20,0,NA,4,1,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
Kendrick R.,USA,1979-11-15,R,35,31.53153153153153,122.66666666666667,3993.806060606061,2,16.666666666666664,4,22.22222222222222,29,35.80246913580247,0,NA,39,21,13,5,21,7,5,NA,4,6,2,4,15,1,3,0
Gooding J.,AUS,1976-05-13,R,0,0,708,NA,0,NA,0,NA,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lapentti G.,ECU,1983-01-25,R,7,25.925925925925924,221.37037037037038,19631.088319088318,1,11.11111111111111,0,0,6,35.294117647058826,0,NA,11,1,3,3,9,NA,NA,NA,1,1,0,0,5,0,0,0
